data_publikacji,zamawiajacy,sektor,rodzaj_zamowienia,dotyczy_ai,przedmiot,zrodlo,url
2026-07-22,"Stowarzyszenie Rodziców Przyjaciół Dzieci i Osób Niepełnosprawnych PROMYK",ngo,szkolenie,0,"Przygotowanie, organizacja i przeprowadzenie szkoleń wyjazdowych dla Uczestników projektu oraz wizyt po placówkach PSONI Koło w Jarosławiu i warsztatu dla kadry WTZ w Gostwicy",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285901
2026-07-22,"Uniwersytet Rzeszowski",uczelnia_nauka,sprzet_it,0,"Polska – Sprzęt laboratoryjny, optyczny i precyzyjny (z wyjątkiem szklanego) – Sprzedaż i dostawa multimodalnego czytnika mikropłytek umożliwiającego pomiary absorbancji, fluorescencji i luminescencji w układach płytkowych, opcje odczytu: od góry i od dołu; wraz z akcesorium do pomiaru próbek w mikroobjętościach",ted,https://ted.europa.eu/pl/notice/-/detail/505182-2026
2026-07-22,"Uniwersytet VIZJA",uczelnia_nauka,inne,0,"Zapytanie ofertowe nr 39/VHUW/2026 z dnia 22.07.2026 r.na wybór Wykonawcy do dostawy rowerów ze wspomaganiem elektrycznym oraz rowerów elektrycznych dla osób dorosłych z niepełnosprawnościami i szczególnymi potrzebami (np. rowery dla osób z zaburzeniami równowagi oraz obniżoną zdolnością mięśniową) do Uniwersytetu VIZJA.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285921
2026-07-22,"Uniwersytet WSB Merito w Poznaniu",uczelnia_nauka,inne,0,"Dostawa mebli do Laboratoriów i pracowni nauczania praktycznego w Uniwersytecie WSB Merito Szczecin",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285944
2026-07-22,"Uniwersytet WSB Merito w Poznaniu",uczelnia_nauka,sprzet_it,0,"Dostawa wyposażenia Laboratorium Sieci Komputerowych wraz symulacją okablowania w Uniwersytecie WSB Merito Szczecin",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285827
2026-07-22,"Uniwersytet WSB Merito w Poznaniu",uczelnia_nauka,sprzet_it,0,"Dostawa wyposażenia Laboratorium LEAN w Uniwersytecie WSB Merito Szczecin",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285842
2026-07-22,"Uniwersytet WSB Merito w Poznaniu",uczelnia_nauka,sprzet_it,0,"Dostawa wyposażenia Laboratoriów Informatycznych w Uniwersytecie WSB Merito Szczecin",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285879
2026-07-22,"WEBSENSA Spółka z ograniczoną odpowiedzialnością",firma_prywatna,badania_rd,0,"ZAPYTANIE OFERTOWE nr 19_2026_05.01.01_003F z dnia 22 lipca 2026 r. na wybór wykonawcy prac badawczo – rozwojowych – Senior System Architect.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285841
2026-07-22,"WEBSENSA Spółka z ograniczoną odpowiedzialnością",firma_prywatna,badania_rd,1,"ZAPYTANIE OFERTOWE nr 20_2026_05.01.01_003F z dnia 22 lipca 2026 r. na wybór wykonawcy prac badawczo – rozwojowych – Senior ML Ops",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285846
2026-07-22,"Wodociągi Gminy Kłaj Sp. z o. o.",spolka_komunalna,uslugi_it,0,"ZAPYTANIE OFERTOWE nr.2 „Dostawa i wdrożenie rozwiązań technicznych w obszarze IT/OT ” w ramach realizacji projektu ""Poprawa cyberbezpieczeństwa zasobów wodnokanalizacyjnych w Gminie Kłaj""",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285968
2026-07-22,"Zakład Energetyki Cieplnej Sp. z o.o.",spolka_komunalna,inne,0,"Modernizacja systemu ciepłowniczego w miejscowości Bemowo Piskie",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285826
2026-07-22,"Związek Centralny Dzieła Kolpinga w Polsce",ngo,szkolenie,0,"Usługa trenerska: przeprowadzenie szkolenia dla NGO z zakresu dostępności informacyjno-komunikacyjnej i prostego języka, 7-8.08.2026 r., woj. lubelskie, Susiec lub okolice",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285924
2026-07-22,"Związek Centralny Dzieła Kolpinga w Polsce",ngo,szkolenie,0,"Usługa trenerska: przeprowadzenie szkolenia dla NGO z zakresu dostępności informacyjno-komunikacyjnej i prostego języka, Dobroszyce, woj. dolnośląskie, 7-8.08.2026 r.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285889
2026-07-22,"Związek Centralny Dzieła Kolpinga w Polsce",ngo,inne,0,"Zapewnienie sali szkoleniowej, wyżywienia oraz miejsc noclegowych dla uczestników cyklu szkoleniowego, Susiec (pow. tomaszowski) lub okolice, woj. lubelskie, 7-8-9.08.2026 r.”",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285950
2026-07-21,"Akademia WSB",uczelnia_nauka,szkolenie,0,"ZAPYTANIE OFERTOWE 71/FESL/10_25_2/2025 : Przedmiotem zamówienia jest przygotowanie i przeprowadzenie kompleksowego programu rozwojowego w zakresie transferu wiedzy i technologii, ochrony własności intelektualnej oraz komercjalizacji wyników badań naukowych, obejmującego cztery wzajemnie powiązane i komplementarne moduły szkoleniowe: 1. Komercjalizacja wyników badań oraz tworzenie startupów akademickich typu spin off i spin-out – aspekty formalne, prawne i organizacyjne; 2. Broker technologii – transfer wiedzy i technologii oraz proces komercjalizacji wyników badań naukowyc",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285691
2026-07-21,Almus,firma_prywatna,inne,0,"Dostawa i montaż suwnicy z torowiskiem w kontekście projektu pn. ""Wdrożenie produkcji innowacyjnych papierów toaletowych i ręczników oraz unikalnego narzędzia informatycznego""",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285710
2026-07-21,"ASLab Science P.S.A.",firma_prywatna,badania_rd,0,"Zapytanie ofertowe na wynajem aparatu do granulacji na potrzeby firmy ASLAB SCIENCE PROSTA SPÓŁKA AKCYJNA do realizacji projektu pt. „Rozwój i kompleksowa ocena terapeutyczna złożonego prod. leczniczego do przełomowej terapii skojarzonej leczenia cukrzycy typu II z współistn. otyłością” realizowanego w ramach Programu Fundusze Europejskie dla Nowoczesnej Gospodarki Działanie FENG.01.01 Ścieżka SMART.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285723
2026-07-21,"ASLab Science P.S.A.",firma_prywatna,sprzet_it,0,"Zapytanie ofertowe na wynajem różnicowego kalorymetru skaningowego (DSC) na potrzeby firmy ASLAB SCIENCE PROSTA SPÓŁKA AKCYJNA do realizacji projektu pt. „Rozwój i kompleksowa ocena terapeutyczna złożonego prod. leczniczego do przełomowej terapii skojarzonej leczenia cukrzycy typu II z współistn. otyłością” realizowanego w ramach Programu Fundusze Europejskie dla Nowoczesnej Gospodarki Działanie FENG.01.01 Ścieżka SMART.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285772
2026-07-21,"ASLab Science P.S.A.",firma_prywatna,badania_rd,0,"Zapytanie ofertowe na wynajem fluidyzatora na potrzeby firmy ASLAB SCIENCE PROSTA SPÓŁKA AKCYJNA do realizacji projektu pt. „Rozwój i kompleksowa ocena terapeutyczna złożonego prod. leczniczego do przełomowej terapii skojarzonej leczenia cukrzycy typu II z współistn. otyłością” realizowanego w ramach Programu Fundusze Europejskie dla Nowoczesnej Gospodarki Działanie FENG.01.01 Ścieżka SMART.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285741
2026-07-21,"BioMaxima Spółka Akcyjna",firma_prywatna,inne,0,"ZAPYTANIE OFERTOWE nr 5/1.3FELU z dnia 21.07.2026 r.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285722
2026-07-21,"Caritas Archidiecezji Łódzkiej",ngo,inne,0,"Centrum Integracji Cudzoziemców Caritas Archidiecezji Łódzkiej",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285771
2026-07-21,"Centrum Kształcenia Zawodowego i Ustawicznego nr 1 w Raciborzu",oswiata,szkolenie,0,"Zawodowcy z pasją w CKZiU nr 1 w Raciborzu",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285746
2026-07-21,"Dach Łuczaj s.c. MR AB Łuczaj Marek Łuczaj, Anna Łuczaj, Barbara Łuczaj",firma_prywatna,inne,0,"Zapytanie ofertowe nr 2/07/2026/0075 na zakup nowego urządzenia do formowania wentylowanej obróbki dorynnowej wraz z wyposażeniem i dostawą – 1 sztuka",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285702
2026-07-21,"Dach Łuczaj s.c. MR AB Łuczaj Marek Łuczaj, Anna Łuczaj, Barbara Łuczaj",firma_prywatna,inne,0,"Zapytanie ofertowe nr 1/07/2026/0075 na zakup nowego urządzenia do formowania blachodachówki z zamkiem poziomym wraz z technologią jej produkcji – 1 sztuka",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285696
2026-07-21,"ENEA Operator Sp. z o.o.",spolka_komunalna,sprzet_it,0,"System klucza typu Master wraz z depozytorami.",ted,https://ted.europa.eu/pl/notice/-/detail/502951-2026
2026-07-21,"Fundacja Challenge Europe",ngo,inne,0,"ZAPYTANIE OFERTOWE 14-SNNS-SZ14-2026",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285799
2026-07-21,"Fundacja Dziedzictwo Przyrodnicze",ngo,szkolenie,0,"Kompleksowa organizacja i realizacja 4-dniowej wizyty studyjnej dotyczącej ochrony przyrody i dużych drapieżników.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285653
2026-07-21,"Fundacja Razem do celu",ngo,inne,0,"Społeczność najważniejsza – razem zmieniamy naszą okolicę",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285796
2026-07-21,"Gmina Mielnik",samorzad,sprzet_it,0,"Dostawa zarządzanych przełączników sieciowych oraz UPS ONLINE na potrzeby Urzędu Gminy Mielnik",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285739
2026-07-21,"Górnośląski Akcelerator Przedsiębiorczości Rynkowej sp. z o.o.",firma_prywatna,inne,0,"Organizacja wspólnego stoiska wystawienniczego na targach Medica 2026",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285766
2026-07-21,"IZBA RZEMIEŚLNICZA I PRZEDSIĘBIORCZOŚCI W BIAŁYMSTOKU",ngo,inne,0,"Zakup, dostawa oraz montaż mebli i sprzętu multimedialnego do sali doradczej oraz sali egzaminacyjnej, w celu zwiększenia potencjału edukacyjnego Izby Rzemieślniczej i Przedsiębiorczości w Białymstoku",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285684
2026-07-21,"KOSCHEM spółka z ograniczoną odpowiedzialnością spółka komandytowa",firma_prywatna,inne,0,"Roboty trzy osiowe z funkcją podawania etykiet IML i odbioru detalu z funkcją sztaplowania oraz dodatkową osią obrotową – 7 szt.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285693
2026-07-21,"Kraśnickie Przedsiębiorstwo Wodociągów i Kanalizacji Sp. z o.o.",spolka_komunalna,uslugi_it,0,"Wzmocnienie cyberodporności IT i OT oraz ciągłości działania poprzez wdrożenie kluczowych środków technicznych oraz rozwój kompetencji",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285524
2026-07-21,"Lubelskie Stowarzyszenie Ochrony Zdrowia Psychicznego",ngo,inne,0,"Mobilne zespoły Opieki Domowej",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285278
2026-07-21,"Naukowa i Akademicka Sieć Komputerowa - Państwowy Instytut Badawczy",uczelnia_nauka,uslugi_it,0,"Rozbudowa platformy składowania danych",ted,https://ted.europa.eu/pl/notice/-/detail/501544-2026
2026-07-21,"Ogólnopolskie Porozumienie Związków Zawodowych",ngo,inne,0,"Kompleksowe wypracowanie strategii zachęcającej do zrzeszania się w OPZZ, w oparciu o 12 organizacji związków zawodowych objętych realizacją projektu.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285060
2026-07-21,"PIU Design sp. z o.o.",firma_prywatna,badania_rd,0,"Zapytanie ofertowe nr ZOP-09-2026 Usługi badawczo-technologiczne",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285767
2026-07-21,"PIU Design sp. z o.o.",firma_prywatna,inne,0,"ZAPYTANIE OFERTOWE nr ZOP-08-2026 Surowiec",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285754
2026-07-21,"Politechnika Białostocka",uczelnia_nauka,oprogramowanie,0,"ZK-DAZ.262.358.2026 - Dostawę i uruchomienie Systemu wspomagania decyzji DSS z wykorzystaniem monitoringu chorób oraz szkodników owadzich. na potrzeby projektu: Projekt „PB 5.0 – dostosowanie oferty dydaktycznej Politechniki Białostockiej do potrzeb nowoczesnej gospodarki oraz zielonej i cyfrowej transformacji” (nr umowy FERS.01.05-IP.08-0327/23-00 z dnia 14.06.2024 r.) realizowanego w ramach programu Fundusze Europejskie dla Rozwoju Społecznego 2021-2027 współfinansowanego ze środków Europejskiego Funduszu Społecznego Plus.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285656
2026-07-21,"Politechnika Śląska",uczelnia_nauka,sprzet_it,0,"Wyposażenie warsztatowo-pomiarowe Laboratorium Technologii Wodorowych (LTW). Badanie rynku, szacowanie wartości zamówienia",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285099
2026-07-21,"Przedsiębiorstwo Usług Komunalnych Sp. z o.o. w Radzyniu Podlaskim",spolka_komunalna,uslugi_it,0,"Zwiększenie cyberodporności i ciągłości działania w Przedsiębiorstwie Usług Komunalnych Sp. z o.o. w Radzyniu Podlaskim poprzez wdrożenie nowoczesnych rozwiązań, modernizację infrastruktury oraz podniesienie kompetencji personelu.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/282005
2026-07-21,"Sądeckie Wodociągi spółka z ograniczoną odpowiedzialnością",spolka_komunalna,oprogramowanie,0,"Dostawa, wdrożenie oraz uruchomienie w środowisku informatycznym Zamawiającego zintegrowanego systemu przeciwdziałania cyberzagrożeniom w ramach projektu „Cyberbezpieczne Wodociągi Sądeckie”. Konkurs grantowy pn. “Cyberbezpieczne Wodociągi” o numerze KPOD.05.10-CW.01-001/25. Projekt pn. „Cyberbezpieczne Wodociągi Sądeckie” - umowa o powierzenie grantu o numerze KPOD.05.10-CW.01-001/25/0417/KPOD.05.10-CW.01-001/25/2026.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285652
2026-07-21,"SŁAWPOL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",firma_prywatna,oprogramowanie,0,"Zapytanie ofertowe na zakup zintegrowanego systemu kontroli produkcji",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285675
2026-07-21,"Świętokrzyskie Centrum Psychiatrii w Morawicy",szpital_zdrowie,inne,0,"Nr sprawy EZP-25/BP/2026 Sporządzenie dokumentacji projektowej oraz pełnienie w trakcie realizacji robót budowlanych nadzoru autorskiego na zadaniu: „Modernizacja Oddziału Psychiatrycznego dla Dzieci” w ramach działania FENX.06.01 System ochrony zdrowia, priorytet FENX.06 Zdrowie Programu Fundusze Europejskie na Infrastrukturę, Klimat, Środowisko 2021-2027",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285499
2026-07-21,"Szkoła Podstawowa nr 10 z Oddziałami Integracyjnymi im. Olimpijczyków Polskich w Suwałkach",oswiata,szkolenie,0,"Kopia edukacja włączająca",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285667
2026-07-21,"Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej",uczelnia_nauka,szkolenie,0,"UTH5.0/2026/07/04 Kompleksowa realizacja certyfikowanych szkoleń: SMS - System Zarządzania Bezpieczeństwem (Safety Management System) oraz Transport materiałów niebezpiecznych drogą powietrzną.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285686
2026-07-21,"Uniwersyteckie Centrum Kliniczne Warszawskiego Uniwersytetu Medycznego",szpital_zdrowie,inne,0,"Dostawa sprzętu medycznego jednorazowego użytku",ted,https://ted.europa.eu/pl/notice/-/detail/503372-2026
2026-07-21,"Uniwersyteckie Centrum Kliniczne Warszawskiego Uniwersytetu Medycznego",szpital_zdrowie,inne,0,"Dostawa sprzętu medycznego",ted,https://ted.europa.eu/pl/notice/-/detail/503860-2026
2026-07-21,"Uniwersytet Jagielloński",uczelnia_nauka,sprzet_it,0,"Wyłonienie Wykonawcy na wykonanie, dostawę i instalację kompletnego zestawu do wysokoprzepustowej produkcji płytek krystalizacyjnych przeznaczonego do zastosowań w krystalografii białek oraz automatyzacji procesów eksperymentalnych dla potrzeb linii SOLCRYS w Narodowym Centrum Promieniowania Synchrotronowego SOLARIS.",ted,https://ted.europa.eu/pl/notice/-/detail/504426-2026
2026-07-21,"Uniwersytet WSB Merito w Poznaniu",uczelnia_nauka,sprzet_it,0,"Dostawa wyposażenia Pracowni Gier i Symulacji w Uniwersytecie WSB Merito Szczecin",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285778
2026-07-21,"Uniwersytet WSB Merito w Poznaniu",uczelnia_nauka,sprzet_it,0,"Dostawa wyposażenia Laboratorium Techniki Wiatrowej w Uniwersytecie WSB Merito Szczecin",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285763
2026-07-21,"Uniwersytet WSB Merito w Poznaniu",uczelnia_nauka,sprzet_it,0,"Dostawa wyposażenia Laboratoriów Logistycznych w Uniwersytecie WSB Merito Szczecin",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285787
2026-07-21,"Wodociągi i Kanalizacja Sp. z o.o.",spolka_komunalna,uslugi_it,0,"Usługa pn.: „Przeprowadzenie audytów i szkoleń oraz przygotowanie dokumentacji w zakresie cyberbezpieczeństwa obiektów WiK Sp. z o.o. w Dzierżoniowie”, wchodzącą w zakres projektu pn.: „Wzmocnienie cyberbezpieczeństwa na obiektach WiK Sp. z o.o. w Dzierżoniowie”, współfinansowanego ze środków KPOiZO",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285640
2026-07-21,"Wodociągi i Kanalizacje Sp. z o.o.",spolka_komunalna,uslugi_it,0,"Cyberbezpieczeństwo – CyberPL, infrastruktura przetwarzania danych oraz optymalizacja infrastruktury służb państwowych odpowiedzialnych za bezpieczeństwo Cyberbezpieczeństwo",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285670
2026-07-21,"Województwo Dolnośląskie - Urząd Marszałkowski Województwa Dolnośląskiego",samorzad,inne,0,"Going Global 5.0 – Internacjonalizacja Dolnośląskich Przedsiębiorstw",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285676
2026-07-21,"Zakład Gospodarki Komunalnej Spółka z o.o. w Więcborku",spolka_komunalna,uslugi_it,0,"„Zwiększenie cyberodporności i ciągłości działania Zakładu Gospodarki Komunalnej Sp. z o. o. w Więcborku poprzez wdrożenie nowoczesnych rozwiązań, modernizację infrastruktury oraz podniesienie kompetencji personelu” w ramach Inwestycji C3.1.1 „Cyberbezpieczeństwo - CyberPL” - Cyberbezpieczne Wodociągi, finansowanego z Krajowego Planu Odbudowy i Zwiększania Odporności.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285805
2026-07-20,"""PANORAMA"" s.c. Leszek i Maria Staleńczyk",firma_prywatna,sprzet_it,0,"ZAPYTANIE OFERTOWE nr 12/2025/1.5 FEPD - zakup, dostawa i montaż plotera bigująco tnącego – 1 szt. oraz zakup i dostawa stacji roboczej do plotera bigująco tnącego – 1 szt.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285622
2026-07-20,"""W-M Glass"" Sp. z o.o.",firma_prywatna,inne,0,"Dostawa zautomatyzowanej linii technologicznej do szlifowania krawędzi szkła",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285554
2026-07-20,"""Wodociągi Kieleckie"" Sp. z o.o.",spolka_komunalna,uslugi_it,0,"OPRACOWANIE, WDROŻENIE, PRZEGLĄD, AKTUALIZACJA SYSTEMU ZARZĄDZANIA BEZPIECZEŃSTWEM INFORMACJI w podziale na dwie Części.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285551
2026-07-20,"„ARCHE” Spółka Akcyjna",firma_prywatna,uslugi_it,0,"Kompleksowe wykonanie Instalacji automatyki i systemu BMS (Building Management System) dla budynków „Elektrociepłowni Szombierki” zgodnie z udostępnioną dokumentacją wykonawczą.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/284928
2026-07-20,"Centrum Rozwoju Społeczno-Ekonomicznego",samorzad,szkolenie,0,"ZAPYTANIE OFERTOWE nr 28/2026/MI/SZK dotyczące realizacji szkolenia „Operator - programista CNC” (w tym zapewnienie kadry trenerskiej, materiałów szkoleniowych, sal szkoleniowych, ubezpieczenia NNW oraz egzaminu) – część A, usługi cateringowej podczas usługi szkoleniowej – część B dla uczestników projektu „Most Integracji – Podkarpackie Centrum Wsparcia OPT”, prowadzone w oparciu o zasadę konkurencyjności.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285605
2026-07-20,"Certes Sp. z o.o.",firma_prywatna,inne,0,"Zapytanie ofertowe nr NKNJ2/03/2026",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285569
2026-07-20,"Dolnoślascy Pracodawcy",ngo,szkolenie,0,"Program Rozwoju Kompetencji Osób Dorosłych - K(A)FE",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285566
2026-07-20,"EPIONE Spółka z ograniczoną odpowiedzialnością",szpital_zdrowie,inne,0,"„Świadczenie usług diagnostycznych przez personel na rzecz dzieci/młodzieży z mózgowym porażeniem dziecięcym w ramach Regionalnego Programu Zdrowotnego w zakresie rozszerzenia dostępności nowoczesnych instrumentalnych metod diagnostyki i rehabilitacji dzieci z mózgowym porażeniem dziecięcym na terenie województwa mazowieckiego”",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285501
2026-07-20,"FUNDACJA ROZWOJU INICJATYW OBYWATELSKICH",ngo,szkolenie,0,"Zapytanie ofertowe nr 17/Łukowski/2026 - warsztaty pierwsza pomoc",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/284692
2026-07-20,"Gmina Gniew",samorzad,inne,0,"Wymiana dźwigu osobowego w Dziennym Domu Seniora w Gniewie w ramach projektu FEPM.06.04-IZ.00-0007/25 Infrastruktura społeczna w Gminie Gniew",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285565
2026-07-20,"GMINA LIMANOWA",samorzad,inne,0,"Polska – Usługi w zakresie specjalistycznego transportu drogowego osób – Dowóz uczniów do szkół – rok szkolny 2026/2027",ted,https://ted.europa.eu/pl/notice/-/detail/499654-2026
2026-07-20,"Gmina Mielnik",samorzad,oprogramowanie,0,"Dostawa oprogramowania do centralnego, zdalnego zarządzania urządzeniami mobilnymi (Mobile Device Management – MDM) wraz z udzieleniem niewyłącznych dożywotnich licencji umożliwiających dołączenie minimum 8 urządzeń mobilnych Zamawiającego do konsoli systemu MDM na potrzeby Urzędu Gminy Mielnik",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285587
2026-07-20,"Grzegorz Marszałek",firma_prywatna,oprogramowanie,0,"ZAPYTANIE OFERTOWE NR 41/2026/FEPW 1.4 - dostawa wartości niematerialnych i prawnych: System do zarządzania produkcją (MES-Manufacturing Execution System)",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285628
2026-07-20,"Instytut Nauki i Techniki Stipendium",uczelnia_nauka,uslugi_it,0,"FIF.SI UC.05/2026-S2 Usługi kadry naukowo-technicznej – Informatyk, programista",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285598
2026-07-20,"JJP Biologics Sp. z o.o.",firma_prywatna,inne,0,"Zakup i dostawa 5 szt. kartridży mikroprzepływowych",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/284243
2026-07-20,"Konfederacja Lewiatan",ngo,badania_rd,0,"Realizacja zamówienia polegającego na opracowaniu ekspertyzy pt. „Cyfrowe państwo dla biznesu – analiza e-usług, infrastruktury finansowanych ze środków UE wspierających transformację cyfrową firm”.",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285591
2026-07-20,"Lubelskie Centrum Konferencyjne w Lublinie",samorzad,inne,0,"Dostawa energii elektrycznej w latach 2025-2026 dla budynku Lubelskiego Centrum Konferencyjnego w Lublinie ul. Artura Grottgera 2",ted,https://ted.europa.eu/pl/notice/-/detail/501422-2026
2026-07-20,"Międzynarodowa Szkoła Logistyki i Transportu we Wrocławiu",uczelnia_nauka,szkolenie,0,"Zapytanie ofertowe nr 03/07/PD/2026 dotyczące poprowadzenia szkoleń dla kadry Uczelni (pracownicy dydaktyczni) z zakresu Zielonej logistyki –zrównoważony rozwój w logistyce i transporcie w ramach projektu Potęga dydaktyki - program rozwoju kwalifikacji i kompetencji kadry Międzynarodowej Wyższej Szkoły Logistyki i Transportu we Wrocławiu, FERS.01.05-IP.08-0227/25",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285534
2026-07-20,"Międzynarodowa Szkoła Logistyki i Transportu we Wrocławiu",uczelnia_nauka,szkolenie,0,"Zapytanie ofertowe nr 02/07/PD/2026 dotyczące poprowadzenia szkoleń dla kadry Uczelni (pracownicy dydaktyczni) z zakresu Nowoczesnego zarządzania logistyką i produkcją w ramach projektu Potęga dydaktyki - program rozwoju kwalifikacji i kompetencji kadry Międzynarodowej Wyższej Szkoły Logistyki i Transportu we Wrocławiu. FERS.01.05-IP.08-0227/25",bazakonk,https://bazakonkurencyjnosci.funduszeeuropejskie.gov.pl/ogloszenia/285530
